Protein IDs	Leading	Core mucus proteome (yes if included)	Annotation (IC=intracellular, S=secreted, S+ER=secreted with ER retention motif, TM=transmembrane, L=lipidated and P=plasma)	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Intensity UCA_1	Intensity UCA_2	Intensity UCA_3	Intensity UCA_4	Intensity UCA_5	Intensity UCA_6	Intensity UCA_7	Intensity UCA_8	Intensity UCA_9	Intensity UCA_10	Intensity UCA_11	Intensity UCA_12	Intensity UCA_13	Intensity UCA_14	Intensity UCA_15	Intensity UCA_16	Intensity UCA_17	Intensity UCA_18	Intensity UCA_19	Intensity UCA_20	Intensity UCA_21	Intensity UCA_22	Intensity UCA_23	Intensity UCA_24	Intensity UCA_25	Intensity UCA_26	Intensity UCA_27	Intensity UCA_28	Intensity UCA_29	Intensity UCA_30	Intensity UCA_31	Intensity UCA_32	Intensity UCA_33	Intensity UCA_34	Intensity UCA_35	Intensity UCA_36	Intensity UCR_1	Intensity UCR_2	Intensity UCR_3	Intensity UCR_4	Intensity UCR_5	Intensity UCR_6	Intensity UCR_7	Intensity UCR_8	Intensity UCR_9	Intensity UCR_10	Intensity UCR_11	Intensity UCR_12	Intensity UCR_13	Intensity UCR_14	Intensity UCR_15	Intensity UCR_16	Intensity UCR_17	Intensity UCR_18	Intensity UCR_19	Intensity UCR_20	Intensity UCR_21	Intensity UCR_22	Intensity UCR_23	Intensity UCR_24	Intensity UCR_25	Intensity UCR_26	Intensity UCR_27	Intensity UCR_28	Intensity C_1	Intensity C_2	Intensity C_3	Intensity C_4	Intensity C_5	Intensity C_6	Intensity C_7	Intensity C_8	Intensity C_9	Intensity C_10	Intensity C_11	Intensity C_12	Intensity C_13	Intensity C_14	Intensity C_15	Intensity C_16	Intensity C_17	Intensity C_18	Intensity C_19	Intensity C_20	Intensity C_21	Intensity C_22	Intensity C_23	Intensity C_24	Intensity C_25	Intensity C_26	Intensity C_27	Intensity C_28	Intensity C_29	Intensity C_30	Intensity C_31	Intensity C_32	Intensity C_33	Intensity C_34	Intensity C_35	Intensity C_36	Intensity C_37	Intensity C_38	Intensity C_39	Intensity C_40	Intensity C_41	Intensity C_42	Intensity C_43	Intensity C_44	Intensity C_45	Intensity C_46	Intensity C_47	Number of IDs in controls	Number of IDs in UCA	Number of IDs in UCR	Number of IDs in total	Sequence annotation (SIGNAL or NC (non-classical))	Sequence annotation (ER retention)
P62854;Q5JNZ5	P62854		IC	5;3	5;3	5;3	40S ribosomal protein S26;Putative 40S ribosomal protein S26-like 1	RPS26;RPS26P11	1298203.912	1702776.363	673973.1122			9527598.77678041	3753587.95699911	7710506.94438957	4524639.3997296	11831986.709208	3254768.03158711		4820129.16055298	560398.005618935	5079055.01204983	4088302.81666684	659731.628139058	2723903.6411794		3744467.81667014		344462.188228697		478547.445732068	2254947.81424536	9967083.67322794	1600291.15497059		898194.045800966			516411.776069454	3480918.69040537	15549391.0047239	637676.081815505		2766537.72200768	186868.711	5042322.496	9670424.823	7948841.601	5413461.658	2882312.916	4201310.962	9096577.127	3043195.56	1257028.072	1662394.811		2781743.57	601396.6942	1781668.747	632266.2283	958354.4902			6921623.975	9283665.579	1084847.767	1119490.275	5631307.207	7127036.646	1670346.655	1218012.794	4216176.54835083	4092931.15029585	5667581.43224137	7538801.65931025		1541383.84249636	11325761.6774623	4523091.76510901	6014482.31852859	8021777.17029512	3555558.55310653	3261136.13634876	2321920.31501499	10675300.9674	6637265.47464159	16578783.1320358	3392370.09683386	3353586.73705809		629780.29328415	1329215.73325157	3257915.6465226	331977.047599106	2264839.95881311				1599359.9431829		716340.605381322		353519.326411173	2154856.00674885	540929.689186094					993610.360821628	5561336.27848212	9920601.35722179	5024240.69861957	7442330.47956452	2935552.76560309	6680636.54576598		8946596.0663965	35	26	25	86		
P62857	P62857		IC	5	5	5	40S ribosomal protein S28	RPS28	145682040.1	7444950.317		6385287.014		8499789.58040364	2576046.75277264	10058076.6385353	1994205.42944238	11145567.5264475	2329169.131815	8027007.49595712	319914.252241174		6097477.91333036	26773279.1471969	5503021.05500552	22271926.4935796	4501497.98275062	3767512.30704478		10809363.4773027		43581857.8292718	16247479.6337729	15392829.3045729			9503387.84118422	2094106.189			15882886.0809557	2941256.71188337	7209111.62635715		2830375.38269181	7888809.164	5623931.501	10014148.42	7317495.211	4333533.219	8971850.262	4630646.284	24288459.67	1431597.757	624528.467	1330380.205	283801.1957	1871508.456	1016081.067		25630514.65		3086280.644				1466083.057	1412997.026	16176802.62	35555402.97	36156649.29	51517100.44	5112037.16189085	1124226.13295783	12977899.414033	5665719.88664655		2006478.4304779	7259731.04276453	4547977.34151565	6663564.38145347	4284995.40928385	4232388.35843949	2248029.43769227	8666569.48338491	7760312.48226424	17149164.982909	664787.783856676	990115.739388226	207788.854532587	4255206.08165909	13491504.7212878	2705019.53163353	962563.872090754	1215020.79052251	880818.291058786	16027338.9817736			799039.202383445		23079148.4481707		13966590.6698651		1552030.07507208		2278232.13556832			2568345.67073394		9760712.54159293	4941345.78166045	488910.895619336				3686436.193116	34	26	23	83		
P23396	P23396		IC	15	15	15	40S ribosomal protein S3	RPS3	4966535.905	14093857.73	11703088.81		5104972.007	13097753.6872211	12094816.5865406	11946015.9771394	7002253.33615352	24311043.7308271	15602626.9552909	12325195.9005956	15455320.138389	11322717.7941344	13760353.8830851	14760074.9002043	7018284.20226225	2682354.7693686	2471371.9480883	9938460.21248096		555160.32087218	2968584.10226683	1954577.88604179	2280242.67953462	11928167.5318858	11738038.6667543		715136.680570685		8163304.41797846	8837873.06073703	7113275.68943304	5616708.24092579	7951593.42450805	3558666.35578965	7831374.68406125	1960999.178	8317402.33	17371450.61	12238623.2	13495336.53	12843119.87	11250074.86	12685622.48	7965137.836	6024136.679	18410060.66	8623498.233	13695151.36	7816551.587	3252936.331		2157385.935	3544222.629	4273967.43609863	22579848.81	4825856.099	16615539.13	15983317.55	15312170.34	15619614.5	11405858.43	11183522.99	7281174.57454839	6451890.27272136	12758573.8361458	14980476.6919923	5278889.29844092	3872162.92105663	14037205.6041745	8604879.30860694	11948281.9264466	18535844.5211111	6902360.38593206	5323372.75571808	10808413.165359	15545306.2395809	18751445.8925055	17371148.8502211	11562568.716933	21157376.3147183	6684843.11441368	8060524.12525519	9074845.53043849	16350514.7170492	5998750.12599947	8715726.01554504	538474.586716724	8461544.36970237	13238529.7815441	12255512.0646242	6383710.95576305	3790477.81766757	8586978.42645178	2096242.64447451	11152726.2006197	12213971.016858	4979496.71964425		3713141.84456492	6417072.56965459	6820021.53684652	17339900.2179565	16814973.7769682	19593527.8109949	8738767.6798726	11488286.4623709	2074320.83211813	6141025.23628219	17355046.7880072	46	32	27	105		
P61247	P61247		IC	25	25	25	40S ribosomal protein S3a	RPS3A	14145474.84	23170281.92	19226784.85	11109832.84	16670712.49	30433930.7361602	22024650.2481541	41389035.6601426	34095497.95949	38326346.2323347	37573794.1344513	15650041.9650045	36976104.6083386	12983392.703991	33976451.1412461	25338403.1487195	20799357.1771604	14933068.4761654	33445167.1030231	15793331.9828923	2503957.21860594	16371916.2396889	3627722.56891177	28224063.413513	46463345.9883881	24694552.830394	17729396.8311514	1872261.98545894	16054341.3414603	3717007.088	14506150.7830897	13318743.6584222	37454997.611582	20752325.8769378	17495951.7953216	6292053.96205467	22657348.6032612	14050323.59	29006872.18	38633590.27	29684526.45	21898199.91	32156284.28	32417285.26	31175615.07	38736516.92	19096803.5	33969306.59	15916094.34	31871676.95	19298957.98	18503640.86	31763608.58	12006207.56	10755076.53	7430735.07499433	38824863.72	31688453.43	26229029.24	19032867.12	35692371.1	39289613.94	30503339.85	46509130.19	31376417.6849994	17272162.9269681	34817033.3277147	28881072.3954513	25613065.3388406	16949652.4697439	30754067.9846893	29611070.8598559	28011382.0940329	21700060.9445105	22543964.1302602	28959699.5459066	29138840.94308	25295059.392516	45866329.7624476	63520926.5355873	53899274.3175767	48032855.8871135	36557269.7243704	35016680.547531	38080890.3206464	39687327.6001116	26917239.1975056	14427806.4393008	6183384.27938122	13636774.8170411	12408994.9374261	11489392.380302	16371088.2783306	13889889.7850885	10417266.617546	16552861.8160143	12001104.3120198	18159470.9019218	4054779.68947818	5184139.73437598	6444860.62412248	6637856.07454551	9682131.69865795	38374033.8600126	17184716.6631099	13802003.6736927	4501963.68904556	20346755.5060053	29671660.4651488	11109927.1981543	31758447.897038	47	36	28	111		
P62701;Q8TD47;P22090	P62701		IC	14;6;4	14;6;4	14;6;4	40S ribosomal protein S4, X isoform	RPS4X	1586031.955	1752465.922	3163148.034	2147822.932	5166972.391	10611610.273783	9246130.23008881	8457023.61128725	10984795.3023868	31240270.4969263	14762811.9318595	2154128.00234043	5324272.88929873	3545928.07414602	20047847.4392489	3773942.63179432	4194921.34996566	2905247.15460361	2704887.40775019	11141487.3577207	1945210.604821	4844728.74429001	1269364.51129399	4113397.37800538	5658512.46594357	19683098.7388739	10774214.8030245		2637437.04914947	1884136.107	9928670.4579388	6430097.43478787	12795176.8542555	21510556.7337911	2925459.13572701	675824.66840292	8073240.5175746	2377351.898	7608999.482	14052951.83	12111791.62	11585737.62	4021377.95	10379857.1	5657468.863	10515943.06	6160667.971	14443132.89	7961765.838	15817368.31	4183447.693	3037521.317	2210992.481	3151327.17	6536551.123	3818948.97564843	8236348.433		9108446.284	8582007.582	2011827.95	3277917.358	553957.422	2021796.063	7567253.67697045	5733236.70498741	6375277.309702	11949186.0060952	3014659.81994297	5078073.56265559	13964322.2093935	8477686.36252856	11742954.7718799	10911661.2909533	5529851.0123378	8126711.56787816	6897163.95644167	6201040.45546714	7688455.42546833	6714652.87238415	4027651.4889037	12660650.7362632	2668889.48367462	1986097.27210438	13009474.5414901	15815576.1132197	4136521.6578873	4530671.03288701	830601.272746186	9449760.0264908	8433858.72937788	8215862.68890155	14325461.1805333	6261903.47030559	1048049.20408339	4754642.94177039	9168704.63600108	9239217.23812372	4476322.65767889	2447146.64113152	3222606.92229428	1814288.45144114	5937140.73917931	5061554.60387096	13140029.2802487	12308884.2548072	4772874.56793319	8133897.69705744	8787005.44185847	6017531.56065679	7773023.09401627	47	35	27	109		
P46782	P46782		IC	7	7	7	40S ribosomal protein S5;40S ribosomal protein S5, N-terminally processed	RPS5	2624775.875	1049540.448				4064735.15594818	1172794.5627559	1007644.43596892		14199477.0752259	4696895.37826187		2007655.815903		5000480.38769372	2569516.41489056	1471561.43803039	329404.649324979	456273.737175788	1079189.1963969					738035.183144122	1943656.4101632	962258.842802539		970513.463315539		960054.000743863	2051792.80845513	1798635.09342516	3291514.10023577		1318093.36664512	2349799.734845		995100.6676	3965616.285	8125968.47	6562361.794	4052537.391	3370504.02	5956415.428	866857.4157	751167.372	3830274.398	348467.8974	3171734.554	938731.1132		269928.8572		538422.1495		4186016.034	2518856.592	1065847.958	1373964.955	447437.4688	359938.8518	193494.8298	184529.0058	744728.502111604	1027263.38319681	581272.925526729	3365907.58021625	694389.076257335	2610158.81370196	5107968.01366966	1234628.74681429	6930955.15956675	9435528.0236002	680088.876493472	208494.345153443	3120514.40035666	2112392.39086609	2213995.65101364		3692725.60774524	10987931.4013124	925518.65154509	1504932.19753634	2374050.15226969	2852153.08641785	495103.700298667	1262256.07857082		910003.48979941	1590643.42460216	1759752.4855619	270975.534735613	111929.361851505			1298244.17536033	1506531.20600716				287763.700687203	450148.789094538	3022007.21372165	7751776.19355618	7353587.86517072	7087876.13411489	5279437.1905829	572414.031542016		3156275.86807523	39	23	24	86		
P62753	P62753		IC	11	11	11	40S ribosomal protein S6	RPS6	24669835.75	20892843.78	9988689.533	2206440.531	19998613.9	21727963.4008579	12576963.1240932	25275296.287845	20468593.6257025	28161767.9041795	23620225.3126464	9892051.55422414	19329166.2735573	12689574.5051621	36318453.7951847	24762616.2808946	19801356.9791255	31789214.9427404	26464682.53763	10616046.790258	391363.188466192	12328658.9234557	4924260.64798127	33478880.9551489	9873045.82903657	41318638.4554449	12861036.6101575		8685756.3640299	769308.0036	20669796.7545699	6823477.38337502	17614207.5088716	36478543.1076069	7557600.22127315	2270011.85226523	17535990.2068042	7624044.242	10097307.26	24781263.29	19518943.64	17328353.83	12610005.88	22898441.7	21842073.25	18957933.18	24148052.53	23711182.98	17231549.69	23672260.6	10220854.01	7680138.916	2118608.208	10890234.89	3067954.523	9648857.58626214	38967859.09	22699545.53	15297943.71	13570180.05	19209831.4	25149954.2	9095806.922	14047666.66	12379487.5115092	8406484.37678976	13385676.5853517	28446091.320283	10392876.7301005	7256227.00084295	20953635.4229239	9541129.99430562	15376262.7336706	17272412.7378012	10931453.1703595	14245884.5162988	28342230.7528481	23530348.2262696	18143697.1929438	27086210.9005762	26287716.2461164	26560070.5211788	10113306.0708965	21020612.7059618	20981614.5407563	29850039.257689	17500341.7764529	16824889.491483	2212800.09527313	10860685.4732626	8171234.49789797	7708053.09155682	12739166.1034401	7863383.3942986	364591.159650926	6738108.11250967	9810934.79509835	15740722.7329783	6932765.53124503	3668064.30048682	8614075.8114453	16556831.0111512	9619733.42777509	27972271.7062878	21638286.3817721	17372550.5846634	17775991.3671007	28607907.668949	21220714.5830215	11536110.7466658	19454207.2604056	47	35	28	110		
P62081	P62081		IC	13	13	13	40S ribosomal protein S7	RPS7	8025340.305	9985884.511	768019.3127			12289826.3683614	6192379.60912025	15894638.6985332	5624724.57041066	11446149.1749493	12155301.4991517	5997836.17649537	7193468.03873541	1954252.27409637	37482925.3749776	14981801.4567166	7124356.3120349	17017725.4125058	10403041.207608	2925340.93153522		992370.613664591		735852.988701338	19176829.4372201	55973280.7140235	4441605.73400387		1562114.27083934			1781176.43788676	11652588.4179435	794855.104771135	6679952.11504063	383448.157177857	4853814.04325278		7276529.257	6793095.987	7466819.098	2426949.462	10308603.2	8546542.554	27816788.09	7512422.332	2384514.928	6416157.389	2607835.876	8223110.381	6595777.305							630244.7919	3453834.771	1085145.658	10022139.72	12485920.07	9705070.882	5837373.174	7988445.40758356	4768831.03166597	8835573.00607504	4322134.88495608	7659564.86440447	4420903.34692771	9542502.54160592	7295068.47040414	7210241.46552645	5272666.85868747	5307177.17737141	5338758.22611032	9009935.94469175	47347129.1445946	11233341.407685	3614081.14368712	23749844.3597426	9723141.10593475	3320968.5683207	10346451.6176488	7940838.64300672	8886493.11961618	3986720.59249708	718671.834392571			1080903.75139168	1436844.85280239	306797.360854574	2348731.62620307		686576.114259649	1846487.94555267	838970.856104887		288285.573687197			1365153.74920136		1905924.64755087	829515.281219169		750768.885855074	1311967.6189503		8981460.23711407	38	29	21	88		
P62241	P62241		IC	15	15	15	40S ribosomal protein S8	RPS8	81019101.15	43858105.77	49756867.63	4106500.599	26935266.12	29038881.8493926	16962579.2532575	30345661.9797089	13749265.2088796	41381895.3173777	30051734.5521278	21493057.0652182	17897817.806229	5548347.26608321	30724637.0473947	34509402.4252668	24835631.5455531	26618688.6729522	23432124.1096193	9961766.57206441	2802380.18314782	17199235.7944289	1658715.59372256	23141827.6484427	34126350.3268576	37762305.4699444	47882006.1252531	2988460.16493332	12572662.0419824	2944148.203	20201817.3482293	32246741.3932086	50199253.2473693	40923247.1229674	31813836.8684171	27761064.6126667	19029361.100561	7666722.767	17032810.71	30577888.41	23025243.43	28058540.88	19785598.42	24332627.52	24226056.15	25183714.21	14534450.96	21323065.93	2870431.123	22184019.14	19506059.35	27802106.27	17390593.88	4638714.898	9363557.601	23061913.9594356	49923433.47	14356621.53	39425635.43	41968941.33	47494407.01	49648060.39	41789887.81	29896800.26	15509320.669273	6691441.46196601	19571700.379948	35944162.4587492	18577336.921229	9606088.4041227	23504327.1891845	13074052.3248349	25610554.2565052	23639176.9474489	16210267.6203341	6902240.33803988	26454478.2522411	43504644.3232793	23242516.1459479	27939708.6919745	29992846.5161267	30645931.9388109	12459368.2244877	21768050.2773618	19671325.208964	25456565.2462372	12344278.5391933	13045342.2383849	17385977.104938	28302015.4131092	34483608.600216	15864244.1479628	26401666.62979	23376440.826027	8203586.48468152	11107370.3618228	32779354.1317021	45152323.2746345	18971719.2396571	7550026.75561196	21818428.1898523	19808972.0381945	23171652.6276774	42207273.4663613	27305179.0398678	41746688.9115078	22310645.9778445	13677258.0528586	8546397.67760654	18363817.7071069	39858182.010198	47	36	28	111		
P46781	P46781		IC	9	9	9	40S ribosomal protein S9	RPS9	2975587.905	836612.6071				2758994.03455866	5946629.84628427	1000734.6742015	772146.952051846	5251106.74811796	6219331.03470242	2598625.23446268	6368809.09171423	807626.753166366	4739508.15887658	8314880.90365562	3059304.11907786	3004647.0597343	573152.334221878	2452143.2712287	461294.286649469					509023.182617898	325028.126719173					1093305.91647644	1452440.56293577		1685018.02467414		1251189.45832546	488748.1428	2310180.4	1646966.239	1704697.73	2610245.831	8773128.02	2078397.988	8776126.649	3149849.963	1253839.617	3479105.103	1514661.589	4529722.863	2123993.13	299511.6787				430010.941810824		670053.0986	999864.9272	1316363.354	630928.4073	1967418.342	3397003.394	3290913.347		1848166.7977841	375848.659861343	979673.463533418	2958593.18523731	618214.589098479	2394253.57621668	398666.934034366	1550918.23274329	3299729.06500016	749198.801697044	846837.511727844	2802938.57547685	6691223.56815251	6134144.73640903	1026666.14494241	7744983.06606009	6375731.12946298	1743428.19306238	2978290.71642728	2399528.00038787	2307027.39091543	1892479.33997381	2071714.0708523					513485.094217631	1010647.87534519		523584.989258549	1100817.8671934	1809581.96343181	778042.280889726			802161.669144936			1379957.06447177	660177.14048964				433792.275934848	1025962.5721647	34	23	24	81		
P08865	P08865		IC	8	8	8	40S ribosomal protein SA	RPSA	15664907.02	11143792.64	9109379.751		7051414.523	14238583.4004729	12254986.5080845	20032623.8784898	12833496.487602	29493071.3509985	13563206.5547331	12612841.6160916	9454245.0247854	3895258.64578652	13617352.4199217	39986399.4606746	17727693.3513786	17982871.0806108	19034974.8226113	21537433.07798	1615905.08948231	3828215.26229985	3642180.95780364	6084400.28829962	5924236.30332561	11603846.965997	15113521.6081256	323817.105401274	4922621.72409652	1212665.713	8472667.25968619	6457237.96874575	14085297.3139374	30962979.4679219	12749582.7408292	2233638.91412977	7256548.82706956	2262040.846	15751696.67	14930173.75	13240780.16	15746653.15	22941623.11	12630708.82	32969294.46	5902800.727	5068826.411	9066552.708	10690315.43	11399391.63	21212638.87	3885611.924	4326376.573	1327834.731	3622310.9	4731698.74373851	10750105.3	32265153.24	13049977.23	12560574.52	13217773.9	13816209.53	23767315.72	19012487.99	24519037.7113095	7213297.52681914	15372036.5722865	12667714.1686782	11846803.8047528	7162628.03330698	15577520.0907609	11960561.03384	14505303.2165666	14965015.0133745	14075487.927199	7722445.06998528	7793655.63508482	24147380.1025795	26320542.3440388	10141575.8226958	10880108.9372319	9658876.51174941	7935885.05988616	13311572.381445	9218977.35693564	12149153.4389727	6443681.6485764	6254220.47141114	3031924.18910193	13132228.6789377	8612504.2821869	11859436.5979255	5082309.15028083	6834678.66223279		7292136.10081331	8259336.00616821	7743883.94030611	3081900.31399097	1831792.00065092	4305580.87130006	4798729.47880415	8820050.32461837	14187598.7301821	38986222.8775032	21979283.9576231	7965687.92045471	9185694.81305624	25316981.4019663	31013267.7904571	15768727.0203577	46	35	28	109		
Q9P2E9;Q8N4C6	Q9P2E9		TM	108;1	108;1	108;1	Ribosome-binding protein 1	RRBP1	48672344.32	173903358.2	139727897.2	23572882.38	126425352.3	109040162.159433	99022423.4666139	129794189.553932	129774504.582986	205734475.597291	142419486.614183	65117913.8874178	171027302.037511	162623556.360044	190413957.411252	76418692.3638558	69229115.4008405	65925652.6089588	184245953.861245	128073683.295192	24200216.9633501	39944330.7694278	58677474.2949965	83317324.1095697	180181202.040205	121425393.170277	115960416.460385	17043955.0184966	93652593.6275488	7501378.15	145903023.192881	239515212.17827	186507682.026199	251178117.430748	119545477.845515	92511085.632197	119032132.477878	83859349.43	82078907.79	169046907.6	81275304.35	85379172.49	89581452.8	113546683.4	98589119.49	164371480.8	143607210.2	156604092.2	169720056.5	167971486.1	138083635	158711676.1	151024407.7	146334076.3	220149128.3	112970355.652262	244494323.4	254448769.5	184184557.5	230505562.7	192000945.5	153951165.6	141901412.1	128749602.2	186197506.124805	105967133.018863	53243589.5569389	156399978.179678	67107448.9246247	78102406.0798366	121969566.48723	116724413.60332	88166549.2165766	80217771.7029512	113116194.170822	126516314.635847	105688196.790249	69445313.9105869	102346542.966588	171028730.98159	152266212.528851	185631368.684637	80322514.2707524	90901749.6732101	137046558.258577	269032252.965935	91416659.113582	110498024.547195	40138509.8312119	133627065.573166	199238869.830623	128698495.427999	178910639.38098	39809155.1708944	108572101.879237	64170728.4985229	119242562.587945	127007853.413091	26535003.3391403	51985923.1239208	73251743.3071402	82951122.5813298	158973278.905434	147103132.219569	115794478.193712	235876475.293542	80195674.0251281	301924205.464769	270949565.560993	242791884.727646	142650690.768288	47	36	28	111		
P31949	P31949		IC	5	5	5	Protein S100-A11	S100A11	11259484.25	1550172.858	4522469.887		5801141.88	18528281.7378303	3325922.57524172	8429909.35625055	2189705.99503072	11809579.7135924	686271.010725784	893351.450817446	606594.128873074	2930595.69872964	1086941.71498498	1292036.5639593	407464.480114518	629450.981241981	435363.708955547	5750385.95609901	5007654.37362622		4094697.7675896	2203294.0141544		298930.331984424		856233.002934669		938334.4908	7179518.47321319	7963537.60340796	8985502.4068087		218556.871618198		706847.877503159		5003822.341	5056155.645	2650467.741	3493435.329	4162047.956	2061914.055	1116601.258	205705.7188	3282596.51	945213.4106	4849335.174	1845124.83		2187395.293	3452713.707	437260.8969		1130221.46371338	724139.6801		369205.5197	598371.5635	2991939.273	4676731.267	3490890.703	1854998.562	8898503.4951892	394313.006601343	1043941.63544277	4321351.60570908	672926.464057792	752977.327920511	4177285.66099899	2164823.94225403	3204500.04276991	3213972.03556788	2496272.34293809	2389894.08537804		227990.030760328	2092105.96465655	587103.026204329	396705.166341176	650123.764775949	951331.071327878	2033988.00894465	1334432.62596148	909302.59370947		2144631.836468		7316837.57375376	398233.438050568			716523.36708902	1809388.67617412		814223.421077725	415866.735616451	4910273.55213182		5092202.84926349	2193042.55408151	1542003.58536148	1316843.35875182	601864.80524792				418924.576998155	756653.572613093	1380396.23028222	37	29	24	90		
Q96FQ6	Q96FQ6		IC	2	2	2	Protein S100-A16	S100A16						4284155.09674771	6289884.5102645	7797534.95652352	4108224.85603377	3281477.18229877	884623.409902977	1931287.17451211	3304359.27412538		630316.494938723	2617642.69061589	1799499.50680057	1237348.48523211	2936952.46083033	4035011.70383677														2431997.18116097			1719169.72053617		6126315.743	4262254.455	4014563.31	2820490.159	4414685.082	3479866.964	7575449.305	2168538.947	3734049.082	4939422.093	4254348.122	2165506.585	2206512.591							104729.0871			410028.491	335912.0058	36268.15441	1175322.343	5254958.400818	1411720.19645321	4501587.31798895	4691842.68954094	7389379.4980627		4531258.28549608	5483122.00159626	2658547.03430497	1526715.63440649	5462379.43101491	4140389.24259269	1851584.56668267	2859650.46843932	4653111.39210732	2227723.28489313	4045953.44962274	1957244.5832356	3240950.06699406	4802585.71334989	3447880.78890802	7559845.38211904	3143139.36903841	2265689.4861795																4185367.24866312	40533.4802704116	3074188.32283745	2243414.50153709		1607892.9133802	5944051.63849964		29	15	19	63		
P06703	P06703		IC	7	7	7	Protein S100-A6	S100A6	1739437.443	16495519.77	134245567.5	3362340.368	146481039.4	40323995.8572509	74391329.2542993	41200547.8549681	107074070.742368	30617246.7163953	16456815.3409815	25387695.4513522	96588596.5073802	298418139.482755	9625717.97098315	11572451.8228415	6669076.36956721	882798.112446639	5683176.45616041	116584171.758972	21281653.3733099	2425774.88886014	104633617.200452	7592606.31959663	12134636.7392165	12621864.9939181	27586738.3982634	10188536.5893116		295876.2761	66618957.1458284	38072488.5660274	3682371.40127649	6486268.88963429	16935177.4650136	1833598.50602373	25474812.9983989	22995426.24	56081892.15	48462160.71	29528954.7	29536595.57	34161607.62	31188102.67	2228142.772	46933971.28	116055686	38082174.84	280063456.5	42220846.55	18648113.83	197401569.6	6274421.742	45293288.46	26957337.62	115599351.20153	6416743.868	15667011.67	31780277.67	40679891.41	28020706.98	23169672.07	14183450.9	8790511.468	131537230.972205	35772760.0178557	26232060.8448197	98787178.6318704	9256322.32520738	26263408.8872314	45035580.5445782	74565482.1064278	20733905.036331	30482452.6089815	74049620.0868452	136930686.491014	6274297.19563104	9304191.1875155	34407112.8281386	78169111.7708816	21952185.1068946	40512978.4243631	35450777.3296816	17935080.9466815	31864295.3798094	146563874.169214	22321253.0778618	157035133.678396	718687.950774336	121520296.440059	145385633.526573	70512646.533507	38743149.7483501	3159706.2438307	19357517.0966185	11992120.0215709	62972710.281854	20958947.9493102	13593862.7824413	19743305.5133473	27615659.0894144	27893236.0491566	26187021.7004292	27905010.6503609	497837.144579395		5754812.99375608	8077736.92512293	17074743.5907831	1392231.19607176	16189346.3703052	46	35	28	109		
P06702	P06702		IC	11	11	11	Protein S100-A9	S100A9	8096592.767	677929.2013	9449333.505			128335258.848268	265087.065772746	103405896.8295		70341570.8703075	35408663.8512772	350140.977271477	1665200.56780513	1091197.44022469	341527543.150092	53538456.2277735	2894385.04753567	23528491.3320242	3994862.90593071			128222.863427517		936285.893347202	20556549.3620884	17675399.9976571		259110.652584687			6138218.88860009	2643519.5662577	40063838.1194005	9102306.8067591		932695.000869365	1811268.09842203		471498.5624	1157380.19	1088346.208	22901995.66		7680341.179	455402.2941			389196.7422	966110.2255	2774123.057	20758942.38		5852135.196		2242470.038		5944257.535	6435609.508	339074.3015		4053937.504	35256072.38	8245357.393	2454229.035	457253.314739765	2061119.31955812	9153935.91072305	522499.476366685	717526.076642659	1075432.36255851	2758443.49904755			282178.958195034			765783.512372345		1979697.00692531	44856834.3369091							321803.990173352	331542.21352568			241967.657791255	406327.774026786	2835388.60975509			2047118.7141972	226774.945636794						1338771.32238948	2829768.7100677		6624314.77865479	4377556.57036085	5680353.68387257	8378986.10885159	6095278.05893919	1769637.8265839	26	26	20	72		
Q15424	Q15424		IC	7	7	5	Scaffold attachment factor B1	SAFB	1587627.16	3797413.478	4545484.165	491984.7029		593604.079843011	6677332.04310867	1776421.03159835	9004320.86707241	1957442.34625267	3680037.0355741	7269822.45075459	4658631.46277313	6753483.55046034	2838045.7811064	6756043.2858857	4513875.57222118	4250247.61256217	5470853.04822078	6225023.89705394		577095.328376894		3214781.92071543	2696713.693893	3695327.51373863	6228401.57801144		2003976.8765676			4299249.93149032	2789959.60884931	18255539.5665904	2040140.54882114	1727203.792516	4363483.42703176	4959797.817	1998928.037	5614220.277	299347.5329	1126914.622	5591244.878	3319880.775	5584861.531	5096783.086	4214483.895	4613294.859		6584379.794	4953415.27	1474422.482	1596616.463	1267164.514	3671555.756	1545878.9776661	11397980.78	21732371.88	5283908.726	5899251.315	4373014.079	2934367.474	3400571.558	2781486.541	3729203.18790038	1186561.66040432	918240.413015631	7800939.11397352	2956056.23344067	3984218.02303631	1879120.0993347	1311248.67150629	1231859.48802747	1075983.90302581	2680541.98801312	675528.256912082	3129365.62469257	4178864.61998995	2293467.57543116	4335909.8543188	5839138.88985059	9724718.15119083		4484796.46674552	3820706.63303746	3431282.27056369	2007759.08522038	468641.771672637	1449849.21297587	1918310.80511609	2344641.08320401	2506849.33402136	442635.406835017	1644977.21042526	1374362.63871882		878568.418024317	5308162.1000016		3347578.38297975	1435841.19462117	382231.442842406	2162209.55674196	6270844.33128823	9146972.66076757	16757915.1028202	2296052.93934554	8827629.31338134	19791163.2108319	7441619.85846377	6275550.7291631	44	30	27	101		
