Major	Annotation R	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Intensity UCAnoninf_1	Intensity UCAnoninf_2	Intensity UCAnoninf_3	Intensity UCAnoninf_4	Intensity UCAnoninf_5	Intensity UCAnoninf_6	Intensity UCAnoninf_7	Intensity UCAnoninf_8	Intensity UCAnoninf_9	Intensity UCAnoninf_10	Intensity UCAnoninf_11	Intensity UCAnoninf_12	Intensity UCAnoninf_13	Intensity UCAnoninf_14	Intensity UCAnoninf_15	Intensity UCAnoninf_16	Intensity UCAnoninf_17	Intensity UCAnoninf_18	Intensity UCAinf_1	Intensity UCAinf_2	Intensity UCAinf_3	Intensity UCAinf_4	Intensity UCAinf_5	Intensity UCAinf_6	Intensity UCAinf_7	Intensity UCAinf_8	Intensity UCAinf_9	Intensity UCAinf_10	Intensity UCAinf_11	Intensity UCAinf_12	Intensity UCAinf_13	Intensity UCAinf_14	Intensity UCAinf_15	Intensity UCR_1	Intensity UCR_2	Intensity UCR_3	Intensity UCR_4	Intensity UCR_5	Intensity UCR_6	Intensity UCR_7	Intensity UCR_8	Intensity UCR_9	Intensity UCR_10	Intensity UCR_11	Intensity UCR_12	Intensity UCR_13	Intensity UCR_14	Intensity UCR_15	Intensity UCR_16	Intensity UCR_17	Intensity UCR_18	Intensity UCR_19	Intensity UCR_20	Intensity UCR_21	Intensity UCR_22	Intensity UCR_23	Intensity C_1	Intensity C_2	Intensity C_3	Intensity C_4	Intensity C_5	Intensity C_6	Intensity C_7	Intensity C_8	Intensity C_9	Intensity C_10	Intensity C_11	Intensity C_12	Intensity C_13	Intensity C_14	Intensity C_15	Intensity C_16	Intensity C_17	Intensity C_18	Intensity C_19	Intensity C_20	Intensity C_21	Intensity C_22	Intensity C_23	Intensity C_24	Intensity C_25	Intensity C_26	Intensity C_27	Intensity C_28	Intensity C_29	Intensity C_30	Intensity C_31	Intensity C_32	Intensity C_33	Intensity C_34	Intensity C_35	Intensity C_36	Intensity C_37	Intensity C_38	Intensity C_39	Intensity C_40	Intensity C_41	Intensity C_42	Intensity C_43	Intensity C_44	Intensity C_45	Intensity C_46	Intensity C_47
P51148	IC	4;1;1	4;1;1	4;1;1	Ras-related protein Rab-5C	RAB5C			90464.19264			413884.275826271					286079.017156536				523928.610110914							374163.715954217					394555.548284022	204999.757390442	644199.160265761			499075.446048646	239794.97293107	824180.063286417		505267.541800001	244253.8916	843113.046800002		519553.4759	948937.557700002	1693601.186	1406667.278		1460705.146				409393.303169286	171321.4155	119240.6967							497509.309107009	320564.179643626	2799022.2798528	108089.368247488		626047.926572048		323651.45285827	1713336.75980556		333206.846019165	305542.73800245		462213.849380771	1183422.88806233		925344.446049837			104882.594855663	961959.158886427		193494.016486246		196223.521237236		286123.475412416	242813.134279636				126250.373155872	220280.534996181				511776.164337154		225990.742099556	87114.4218902854	807244.854138568	301573.752665642			223900.433773049	
P51149	L	2	2	2	Ras-related protein Rab-7a	RAB7A	1304146.048	1576734.554	2244385.205	309104.33		1665381.34022426	1589919.39156326				1483489.06786743			739641.852991457	1550051.11001498		825812.742767385	623076.169183491	534861.695782342		1373011.27498576	205009.775537891	563417.361340403		201840.7351	501537.101675015	921933.30073203	1109036.23619805	3295616.46867771	1335907.49889274	571309.346287912	1178710.32774139	1922050.8207471	1246412.39293045		1992737.025	1533568.807	1636727.28	1747514.528	2019825.639	1918874.115	1828701.761	3052809.62600001	3652686.53600001	1771545.25	1494929.312	378942.7836		789611.167925967	1701506.12	5689704.365	1699656.79	1449414.94	1406293.248	1705024.746	605325.255900001	3110193.31863977	1220470.88187915	965714.176126873	2190623.17939824	1165906.93718017	586938.032692975	2268807.85778522	432677.221790108	1472200.87021168	2465232.74792168	2296500.08909958	1062074.93718079	2052415.79471815		1967005.67298792	1871628.9584268	1468020.60478622	3080100.8055659	621505.707436695	655059.760801978	1631552.86425403		791039.058732245	1742380.62847925	750867.361852156	1035446.92056057	2093926.55524469	1366280.14377073	420521.150423899	1164240.81449504		824486.359365643	883386.668980508	2055818.0708842		347100.339923727			1554975.85746608	1363413.63271264	4028448.67502396	4525253.73507055	2958982.45426376		5547579.22222809	5179386.38405135	1592617.81139209
P11234	L	3;2	3;2	3;2	Ras-related protein Ral-B;Ras-related protein Ral-A	RALB;RALA						1276373.4178726	557017.467889774		592826.383055262	343662.659149727	1229083.13151558		246797.52046065	724962.483490473	487005.089153884		342821.021105365		406560.561266021		1053599.51442685	1241926.94377853	637353.773706948			988447.576626629	677507.185626638	160035.623932158	2107344.23032544		731875.829355799	704046.180684255	1611636.33324624	806908.031047384	310707.5637		2005501.014	1795776.768	761117.825200001	111471.5488	958154.791000002	477164.602400001	579731.997500001		1470374.873	1095325.98		1411999.11	873857.404288996		421631.643200001						864649.833052462	659744.862476922	155697.10264971	1502016.2840507		594781.889831553	915242.879632947	1037866.78935913	1928420.2229655	2136785.57998211	825584.383058934	924825.930612693	332706.840274725	788891.491543201	1703093.91637898	662906.796988582		690272.708587034	869993.26854567	894102.952973276	930087.044017269	1051363.68032645	759088.950904989	1105546.59704955		134700.958876047	453746.616548607	204745.785995658	504658.073179191	822415.50052955	815353.302457867	971996.527465969	560185.713701476	723243.421783799		348953.883054292		384246.092324536				1745241.27607582			3347242.23732191		
P61224	L	6;5;4	6;5;4	6;5;4	Ras-related protein Rap-1b;Ras-related protein Rap-1b-like protein;Ras-related protein Rap-1A	RAP1B;RAP1A	1079727.378	2355709.29200001	950144.440400002				646949.054822768	267902.072846923		622076.675116291	827153.176384725				3108603.41441761				558474.269783907	1225720.57180173	297164.135157721	584630.806178466		94135.2244294851			1300259.47234218	885261.895313507	15047204.5230394	1339328.11865247	2584256.27418332		1203741.72562148	926435.084714835		1659965.91	2301399.728	2924764.31	168558.3524	1014975.144	859103.474700001	1110849.659	1082364.299		118809.5685				186730.204514835	4449377.41700001		1691809.043	2470829.249		674583.657800001		1822695.38299987	618622.996203316	1309297.51742773	1502851.78191417			1785870.22320837	1834951.8016638	2848254.84361242	5066278.77558403	814556.390915818	1032046.74324281	1150201.34171988		2271559.91565827			709289.245966622		672642.502756193	670783.211717287		753924.167904221	443764.778626659		396154.730083176	691438.996152981			491312.206749043			648756.144569572	328086.922682132					180905.723767508	2823683.18596004	886383.621642481	2139699.77116664	2408049.61553372	690030.84869354			2520285.91514661
Q9NQC3	IC	3	3	3	Reticulon-4	RTN4				865290.557900001	3117674.93300001																	1287921.70300802			1106390.48		1559652.33709369				1286860.80770269		186511.088517003	516927.250582446		63689177.3400002	365093.7779		21265995.09	349258.5532	334158.651900001		3928203.78100001		10924870.58																		746543.931588472			249289.145680079			1758646.71115562			1800598.19182034		12922834.5100869			315403.627394497					1036014.76460875	885113.460547515	2206168.38316456						2567503.53878789	1728326.16962289			2455360.95583004	1623395.01413588		4948891.94541238		3764601.78852012				
P00352	IC	4	3	3	Retinal dehydrogenase 1	ALDH1A1	484343.930000001	326325.0715	782666.256400001			768437.368960819	1725493.58541098				1990336.9215051				1415902.26257785		170754.524051181		2415308.05783203	5919848.63154258	1691335.23060836	265542.16402385	138133.106998182	140667.556414117			961890.82679342	303357.927391767	344867.724985594	357579.151065354	394440.261102923	709961.945669744	775642.624727432	1579731.05495196		528063.0285	741996.013800001	1018745.894		733568.4739	508094.3323	282031.1366	389470.3806		1261483.151				659690.449787666	287272.6158	439373.1723	267659.8036	414073.4825	234784.6644	546843.395600001	176465.5534	180828.494682327	765649.986332356	551802.304000748	1563059.84670038	1477495.35684304		523125.674689733		900543.177661192	1062229.70812125			565753.472746588	2095570.15339616	1499881.48607184	833512.30592485	1066638.27070573	811179.511553312	494772.462396488	769091.025985582	617874.213791858		845638.193311787	2631977.3689908		206979.155561585	521453.062936785	3518944.29806679		238528.396774279			1983777.60254488	740476.413123934		144579.977328586			2031227.92321328	268813.614373019	1859540.23593354	658761.861419607	797930.913782896	379231.293490681		262062.586893376	611303.870759249
P52565	IC	11	11	11	Rho GDP-dissociation inhibitor 1	ARHGDIA	16909166.43	52569937.8600001	34378398.73	5774868.61200002	15365009.05	16710841.3214031	55727127.2932859	18092893.2887807	25699459.0139656	40537339.9908637	89941598.4553836	1754388.94884488	661343.114596544	10741727.8172739	34725962.2078219	3097886.70472954	24027671.6106522	36153152.7220489	35996262.2259806	43968227.9922804	35748090.4422698	51721289.272452	10321121.0843991	17296322.2803626	2838421.017	23012115.4132142	27357432.197792	31562784.8389769	12989088.7140171	38584590.889807	66851551.5920714	29833693.8537044	25015961.5582198	40186166.0392021	17363441.66	21581501.66	17842330.05	21033855.14	30179405.24	38338949.8000001	34725285.5800001	11883945.28	15475495.9900001	17706776.5200001	73393869.7000001	43481605.4100001	5077862.39000001	4179404.04000001	53721773.0297383	49733698.51	3645423.66300001	40483016.0800001	48631436.3900001	57572046.7800001	38716806.7800002	22809591.9700001	23606613.3780263	13537253.1044671	10078952.5618855	20052470.9094114	16632763.3691073	16482316.7797228	17134863.4079036	5216569.82764071	14769590.8135025	19570791.3180283	41985644.8477371	12054781.3190578	9640204.16033502	52520454.2970246	11253738.1943702	22534692.9265019	27023861.7772601	40079290.9789406	11392454.8734658	27822807.720739	26704424.5204456	21163566.6595048	13542910.6459948	48496685.5896891	7691009.17792616	85781194.1253461	44997302.9169369	48722488.653754	9895604.32605684	17216152.8652018	25931204.856793	14524597.0046348	37084674.8278728	32225222.3151787	5464058.89223128	14980458.4281407	23474149.1246093	1558207.18370578	43956297.7174587	41651889.3188506	20571528.1899984	28539102.4472293	23497508.0517198	3722193.12717356	5490209.23116289	2448303.5998749	63205367.5589546
P52566	IC	6	6	6	Rho GDP-dissociation inhibitor 2	ARHGDIB	4034936.54700001	4366318.53400001		1163690.094		1148199.01704082	2864316.81373179			14433291.5465138	7153219.3076552			2387579.61234919	35709267.0253268		5228831.27215583	21534946.2746363	16940177.1137795	31437203.6676767	16689345.0673464	12285118.0566992	1952610.56985501	6015323.3687359	1524252.638	4234517.40963739	11774612.9494735	24660867.0837334	26390960.5698808	5394421.01624581	45364330.2169028	2292861.65498895	11811756.6820384	6610569.08311309	3442497.227	4365330.589	1982665.081	2906799.00500001	3876699.883	24585325.3700001	4471640.45000001	283490.4681	3212017.429		8834672.597		4015843.24000001		1095817.62889885	3722507.405	1568623.499	1860122.565	3459431.379	7683835.19000002	12096075.11	5350734.38600001	5397643.0151774	915320.525007554	6739750.71061515	1445097.9921019	666228.911314673	2742350.87665505	1978681.99532057	924112.054540336	1226687.51939858	1610743.99453382	2739029.10289354		4736168.0562925	8064931.3769899	4097865.53234616	2956911.35664624		2307742.8913998	1794594.14516515	2678802.57282973	2860434.40515446		3078300.10192922	2114048.85127773	18207136.7738956	2636967.5519744	16985941.9882094	9100524.67670481	273310.725486523	4794326.95748638	3238195.42939078	3156558.46348836	2607161.69144641	3579558.69368794	2589697.47102758	8695032.24893771	11261551.5098424		3289976.19996175	1537843.97108309	2455375.90042546	3432456.11028026	940862.888096573	2306065.17682738		3587242.39331075	7169648.0104686
P13489	IC	3	3	3	Ribonuclease inhibitor	RNH1	406963.2242	1119832.996	1403081.857								2628512.18335734						460477.769846342		372064.066435609	1155880.95776143		646162.485564352				799197.43119055	1459011.72424697	1477482.64160708	5511036.8883009	681211.242393948	761847.368895517	854816.349168214	567037.791622457	455399.222116329		576561.0151	829653.508500002	1495203.386	931434.552600002	908206.117900001	438520.060200001	489959.301300001	195162.2321		2422746.944		562620.4621			1009436.276	5633636.32700001	631475.160200001	1428141.109	498370.931200001			1057759.14280154	976513.778390895	217489.177253369	1470476.23970476	625891.377748154		490861.717062383	470116.188961874	685389.282699639	2304541.66209678	961108.893533333	2853155.90422327			324305.131110433		704991.526897473	670914.47806863	364465.631239687		460700.155519915			498361.070707076	587544.940352215	1158001.02719423	1982791.13502956	1432279.37219535	619315.939048879		1044887.932919	626658.757048165	263698.605496004	212925.277406411		574634.501920237			736354.331743149		5228780.64818769	1116756.27761872		3918918.14331408	4650431.25850145	454129.622131892	1139383.59206365
Q9Y3A5	IC	3	3	3	Ribosome maturation protein SBDS	SBDS	15313962.05					648180.43651735	2724808.64171627	622047.541182783	360180.169884138	4486384.3566171	1031699.21538053			349388.831109224	1420832.95532269				2715630.48341445	5584716.58565203	3574365.86443811	1152926.17207503	379411.00951485	1652086.85818487			551752.613239984	1237978.52707245		326575.89742485	2441690.1274984	1793178.26471255	868749.477909927			501183.393100001		727469.244100002	1778932.554	651768.003900001			247186.6986		501897.263500001	3575041.143						451854.6871			492339.6943	233974.9586	524525.679353984		1073452.35305247		1092944.20350891		825830.166658634	193136.95849193	414698.788601135		494004.721529076	841479.123763648	858187.242292923	4864159.70703691	1118348.25957881		1838208.26359669	381158.696351187	849687.498316544	2170476.60893943	398534.206111544			1117029.37528534			245544.931376198			327240.929691146				489195.353350357					890051.125286206								511429.268160085
Q9P2E9	TM	108;1	108;1	108;1	Ribosome-binding protein 1	RRBP1	48672344.3200001	173903358.2	139727897.2	23572882.38	126425352.3	129774504.582986	65117913.8874178	171027302.037511	162623556.360044	76418692.363856	128073683.295192	24200216.9633501	58677474.2949965	83317324.1095698	121425393.170278	17043955.0184966	93652593.6275489	92511085.6321973	69229115.4008406	65925652.6089588	184245953.861245	142419486.614184	39944330.7694278	180181202.040205	7501378.15000002	145903023.192882	109040162.159433	186507682.026198	251178117.430747	119545477.845515	190413957.411252	99022423.4666139	129794189.553933	119032132.477878	83859349.43	169046907.6	81275304.35	85379172.49	89581452.8000003	113546683.4	164371480.8	143607210.2	156604092.2	169720056.5	167971486.1	158711676.100001	151024407.7	146334076.3	112970355.652262	244494323.4	254448769.500001	184184557.500001	230505562.7	192000945.5	141901412.1	128749602.2	186197506.124806	105967133.018863	53243589.5569389	156399978.179678	67107448.9246249	78102406.0798367	121969566.48723	116724413.603321	88166549.2165768	80217771.7029514	113116194.170822	126516314.635847	105688196.790249	69445313.910587	102346542.966588	171028730.98159	152266212.528851	185631368.684637	80322514.2707524	90901749.6732102	137046558.258577	269032252.965935	91416659.1135823	110498024.547194	40138509.831212	133627065.573166	199238869.830624	128698495.427999	178910639.380981	39809155.1708944	108572101.879238	64170728.4985229	119242562.587945	127007853.413091	26535003.3391404	51985923.1239209	73251743.3071404	82951122.58133	158973278.905434	147103132.21957	115794478.193712	235876475.293542	80195674.0251284	301924205.464769	270949565.560994	242791884.727647	142650690.768288
P38159	IC	5;4;1;1	5;4;1;1	5;4;1;1	RNA-binding motif protein, X chromosome;RNA-binding motif protein, X chromosome, N-terminally processed;RNA binding motif protein, X-linked-like-1;RNA binding motif protein, X-linked-like-1, N-terminally processed	RBMX;RBMXL1	6247617.95600001	6196853.62200001	742440.587300001	2405282.76000001		6691091.29180164	5782947.9066837	909366.540422554	554473.474724515	3401247.56725474	3671406.30741418			3328051.10970275	9703404.96063767		4343497.03720506		3957688.77054368	3386954.38716005	4513181.81354807	3069283.21386104	1923710.92821623	4337302.88603731			3287757.59715909	6885874.08367133		7651511.78194952	6775265.67024158	3370816.91821461	4171484.40472772	3548656.6569512	2388021.529	4111478.73900001	3014811.77600001	2419034.677	3230884.91800001	4644954.67300001	5697034.66600001	1236589.256	4569263.95100001		2823240.148	1762841.135	1419387.018		937461.339763308	2007719.838		4558611.685	4278023.14800001	12470957.5	8611094.17800001	7736060.007	4780289.5178911	1497553.93319891	3067430.59589197	3075363.19819504	2849504.25798196	1733657.21454032	3195970.91880758	1420468.70129099	2993690.60145662	1868015.08283065	3455848.59219595	966260.593979403	4349613.72451905	8126634.56462089	4824595.48757098	1737255.95903722		3416274.28598736	3453013.43574288	4062502.79082185	3359436.25901204		2061352.09324133	2238221.43466602	3569316.0230906		3067075.84621189	3310654.25738935		4518722.302277		2478855.79156401	2132167.53389185	3136710.89297055		1586025.9114871		2048953.71920208	4704829.62456805	2662320.70988396	475327.797254146		1727624.40363259				6249121.43845785
A0AV96	IC	3	3	3	RNA-binding protein 47	RBM47											121335.788552698											717550.184785128					389535.835954152		303603.556899004	111346.355936575			356075.767636064	182848.274849416		726896.584700002	677924.195600001	645431.869700001		266479.0882	240326.9145		1139911.287		1894369.99700001								159815.1469					820250.686551196		493920.227574412		99336.8479049859	467747.917720624		388021.774413354	632647.869888899					615189.749519052	131377.527802135	401016.294866106	508150.26559718			601519.861761709																				300815.817029231	1152744.80254244					162669.472664185
Q9Y5S9	IC	3	3	3	RNA-binding protein 8A	RBM8A		2150992.347	2084600.365			425206.809290677	2892150.76679008	2531784.05007395												1203402.47989503	2878049.83798256	2471077.56554886		836723.483325674			937870.117484838	618413.784012442		2113632.04608332	631252.425367344	2174359.29551675	1185723.8658229	3246252.63735088	1213295.135	2768008.76500001	1221706.808	829482.0282	2240764.597	3768544.973	2402213.16100001	1595862.767	2833898.896		3748203.98500001		1432622.865	1673544.408		1149655.041		2789874.068	1930510.004	2657186.369	2359782.794	1071063.791	1771111.22722815	439090.149877046		2562210.85417591	1563447.28371309	1480445.64144918	1259338.78240738	1041461.37261787	484515.193122434	989400.118708565	2188510.32578122	1133007.26102367	1511422.85901469	1740809.29987987		5596641.30265985	2057343.73993935	3358449.29326435	1834287.91069779	4004007.67653838	2997772.1388201	1573045.11006104	1232616.82611387	817613.454998886	837227.719441889	2977339.95497166					2498721.41618708	721291.511466187	793425.654292145			1963996.95805322			554195.16902545								2478280.21268528
Q9UKM9	IC	9	9	9	RNA-binding protein Raly	RALY	19815097.0800001	17585256.24	8951567.56299999	3140345.277		9658204.09550582	10303638.7324264	9015444.4283369	3343988.27109842	8461528.30948533	4043653.38772726	397903.787645476	441452.553321898	13606982.0479794	6045766.07535093	558075.352960663	10960915.5848974	2296107.50064668	8128997.54650778	6610454.35848109	4057915.30316516	7674919.14920724	5511395.01165915	7238930.53914222	858616.6488	2344013.7975029	3771405.34035301	4604882.5166749	5777124.99310336	10772879.1402795	5494129.27423022	6546624.03414073	4817153.53595663	6091690.83885581	6329857.496	5664069.41100002	3971765.45900001	5669247.40700001	5217202.297	4873888.885	5542710.121	5718371.98900001	10624633.24	2119450.67100001	6980774.57100002	3306196.421	9943854.26200003	2666794.63800001	7525684.726633	1240681.546	6263600.77900001	16447225.61	12991459.7400001	12640378.69	8730962.17800002	18287046.96	9842872.14512008	3529300.49113303	3788117.60447425	9036953.76574243	1764399.23552465	3004790.51696805	5321396.02330871	7173405.65241613	3062891.54171109	3740163.94008617	4601456.14661559	8206822.12061022	4338244.47946689	6639262.98909484	5281634.59662608	4787346.70266173	9803546.93671406	5261811.49691715	4976003.56386025	7781731.62150648	9416733.98756728	9006970.59647865	1454590.70330702	3372340.46880536	8249276.48451174	8005264.97569428	12205482.9706729	5493394.51638619	10093161.4635838	6430653.44708058	4207300.6674523	5873596.12826315	8854603.46607223	5785900.22518328		5167157.95520707	2851460.51755918	1801041.44114768	5627886.15103179	782085.935058667	5503006.62207614	4924463.5241822	260522.430436881	2144302.67593165	6861648.7589545	5825061.57100646	18343614.7254507
Q5TZA2	IC	5	5	5	Rootletin	CROCC	14568204.01	24177202.46	12414229.98			10323714.3754186	19163126.7697012	4496275.24208718	12938838.3049883	9441338.23278214	16648334.9496331	1537625.95019943	1179537.92498706	5925109.29222815	7110398.98583105	706264.048827848	22884027.2193555	1136909.70119247	11939292.2027761	7357468.44957939	21763350.7591715	5606752.02413104	8814570.20070786	4943357.63822019	1084023.357	8340688.59140384	8237409.52487915	5933368.27794239	63310861.9374471	17503207.6554181	10042098.1825988	14132365.0483415	8935021.68798272	17880283.2082467	3114583.896	10385406.75	9762908.14300002	9848882.03000001	9281117.40900001	12625688.33	18018107.26	5546685.93300001	13042601.75	10485693.28	12844087.29	15224752.95	6706404.87900002	22167432.44	13508745.8922275	13186579.87	92436169.8000002	20656096.2600001	18794888.67	20228305.91	19526776.1200001	14820301.81	18586623.1729942	6667616.88864877	8914161.33014433	22155836.7806937	13969217.6778187	9257728.86649765	9635366.43090634	13273413.4424925	10227567.9636171	10535112.0206153	16203397.1459958	15576992.9719592	7721930.19650074	9348357.67971455	9483372.65375749	13005613.4527298	13373852.7627608	12776957.8238993	15187454.1908642	16823502.7369497	13724067.5196621	7771495.00363421	8727141.7692187	12709920.5165527	12115136.8247623	23864481.1895384	13839686.2449649	9634365.52312477	15270279.3583516	13062588.4549065	10841403.8321018	8804080.72952459	9937185.16825424	18256126.5305054		23120150.3668097	3452023.61501419		9707309.94831247	19572326.6932447	31968602.8290429	67097369.7966755	8409739.6068549	47509416.0266746	102412852.584727	83376008.4476712	18005657.1996239
P31153	IC	5	5	5	S-adenosylmethionine synthase isoform type-2	MAT2A	584296.777900001	2744843.178				1882917.93671155	1156843.38637982	913659.154953027	752270.922837813	655214.127593833	2531882.44530914			856223.818609406	1776182.88072649		1239443.17472349		1521018.71216961	1271741.71800883	4672726.53754066	2480203.50984043	1188349.67416907			2270880.66388588	1799705.45127367		4466771.92835847	2739916.42754747	414704.243173712	1770123.14899834	3129334.89259113	1917855.47345194	638162.4966	1575007.428	714817.816900002	1770273.572	3545582.34	1905609.557	1482088.886		785416.870200001		6154493.181		615175.986300001		1753757.05913682	1595023.157	5318453.85800001		1079827.201	3760274.10800001	2753395.85800001	496198.9685	2231606.29854623	1673039.86570143	1509336.87905102	2121276.85673035	1273981.08371688	1035520.97182398	1527349.87025623	987210.816051392	1868890.86404705	1488985.54783769	2176707.20319994	1067221.11176026	515400.688787389	1503674.20720539	1987175.82870985	1539188.04182676	1704237.91113331	1571657.01812359	628733.184975874	641924.015840077	877736.132288713	1006614.90320611	622971.206711603	3718522.87061194	737267.987587774	1880398.86425231	1146952.43685025	1821146.18530397	355602.847548596	449033.331701448		960632.294299704	1213894.28836779	2433835.87681996		554364.761252654	1631260.41748075	752871.75167804	808988.108463818	5078914.36211496	5587114.8011309	3707828.98076396	2148580.55924045	4073116.79457933	4254034.29437417	3117681.98752585	2883997.94127767
Q9NWH9	IC	2	2	2	SAFB-like transcription modulator	SLTM	3147072.375	2121299.806	3771711.28200001			4760945.37931925	1895839.07016129	5194540.53904439	4796100.42670432	791814.970814211	1965459.34666884								1191272.80570243	566824.713002164	1657452.12129579	2206082.95818251					928646.781025966		1236991.40012471	1500822.83336964	1021513.64827736	3699574.45060985	928357.106321265	2757213.11988528		2504842.19	617382.419200001	1337598.66	1946366.063	2597265.331	2385769.979	2741867.19	2464569.961	1885822.903	2871460.708	3120803.815				5842448.53100001		3529834.005	3114002.05800001	2959223.457	3678776.825	3543469.30400001	4106855.99804563	1000599.44292258		3936448.18373239	372424.523746216	3770983.75544557	986991.019043518	2457699.52591973	652805.880337673	385959.244119737	2993941.31744763	577697.886555853	542892.896789358	955619.999594526	1207451.99993096	4054232.07082149	1111478.07446738	3810535.60000782	1515131.68031683	1335108.22393383	2195219.92309729	9680528.07330049	1054778.36729091	356815.652675977																4135914.35801973			1509684.92564478	5410911.83008275			2637249.58465072
P82979	IC	5	5	5	SAP domain-containing ribonucleoprotein	SARNP	290260.7304	5789641.62300001	6791348.85900002	365188.733900001	2498286.992	6433081.48278389	1002106.91177922	6963574.68277001	2912653.52183394		2110273.01913675	956968.979322848	1733981.24937244	1928789.80448601	1605167.18696158		3514107.31143892	955787.94712388	1089351.34370348	669210.943294258	1041271.05848197	2329397.28042229		1118301.32465921	893109.287100001	8160882.79103751	1999262.11322188	2944257.87631709	17353018.5093658	2709338.15999833	1479444.8177589	4271275.84940527	1717206.99721174	4041569.47068304	3803644.48500001	5565190.02100001	2269129.524	3490106.094	2312521.815	2663703.11	4700034.74300001	3062797.481	6066563.587	746727.8202	5953798.31400001	1211073.386	4000571.10900001	4082317.87200001	2502971.46618379	15106142.37	6671495.75300001	11627056.78	9321723.92000001	3032639.30600001	2368814.709	2883965.19900001	5279803.98043282	1874569.6468439	774776.625505484	9483945.12269813		1143654.14523437	634267.175453893	1404873.74007616	1680889.80438713	2770230.14094198	3244273.21577614	3307292.54752551	1764598.39648494	572754.967880406	1883227.76027021	4444066.5992343	4603146.475958	7099200.64069054	1296815.96988729	1027769.42026139	4422105.17171289	7448206.02131984	739726.604244103	4477575.57248723	2135318.31005346	8163259.23145258	3178102.20320796	5197038.75768343	2832819.89992909	799521.550611848	16476369.6826281	828637.677417246	5596063.03776364	5787314.6977967		5633614.91067678	3877477.66640932	2434110.54348429	2931952.43693998	17625599.5602746	6723158.14634386	6168898.19219038	3042677.26768547	4498380.44333194	5679876.39990002	1932261.21752543	8687926.41268549
Q14BN4	IC	1	1	1	Sarcolemmal membrane-associated protein	SLMAP				4068638.85900001								3555199.2477296	5506492.79073329	731072.275120614		4472246.06572747		3180078.24226053							4282636.11900001	4697653.56209611																2182620.302	2091343.752				3318415.91900001	1226395.233	1437019.81861855																												2105198.1930797									349903.381445764	572392.05085687				2400607.20543112	1718664.44622987		4211721.33517542					11734830.1147663				
P16615	TM	8;4	5;3	5;3	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2;Sarcoplasmic/endoplasmic reticulum calcium ATPase 1	ATP2A2;ATP2A1		835127.98	5309393.78500001		3878924.68000001	915547.253630384		3855864.84985737										1935102.2201907				1081447.21341133				4817645.17702072	308974.072426912	2103360.22065526	2963607.54684286	1264074.48393831		3581726.80030601	473056.285051682	2195872.07211675		4033685.43000001	2168976.306	3677108.59300001	631023.927700001	2188095.631	3543732.063	4356738.056	3298337.91	6661566.56900001	2112162.991			442070.2899	381870.235317665	10570088.47	1366057.689	3247831.41100001	5124018.49700001		583851.943900001	509844.810900001	837272.370562609	2244796.98891356		12367979.3101589		1600773.0465456	1755309.14863665	720658.642095832	2123403.4402744	5857182.56236391	2583122.18521533	1218794.521797	473426.046484079		960046.531806086	3324644.28935892	1620211.575921	3418639.85387147			1196791.58458015	6590908.76318268		2640331.05476037			1426590.53050245	582699.49853043	993250.03399212				2533485.1451796	1461621.70053116	6374408.84989477	241451.994626017	6161047.97962602	4810596.59219204		6464748.34680323	2867755.80406822	8576085.7075934	3164965.53033419	955220.065995833			2572188.54348905
Q93084	TM	9	9	6	Sarcoplasmic/endoplasmic reticulum calcium ATPase 3	ATP2A3	1335053.133	773046.329300001	1049434.608	632236.570700001		3164440.47738214	4486850.15333144	13243192.7836844		822575.817083096	517872.547328266	326015.710980127			1014220.82776135		657050.932428312	1304875.28614824	2643501.44876904	1582319.53479454	1334575.50056936	1375622.02764998	903302.277135629	823552.268116978	456613.5692	704511.817798988	2149237.56749469	1572349.56916411	769477.00482347	2806877.65072288	2542030.57577588	2532555.35801766	1864761.02381471	2713459.21761863	894549.782300001	12714088.04	7568971.63100002	9000869.35400003	6766899.629	4565212.60300001	4048492.502	3975227.113	5180306.816	3176696.894	1914670.02		990894.653300002		444980.9258484	1167332.786		1007237.679	1313118.193	1594506.559	1717290.309	751222.504200002	2512952.90961307	3830208.11577004	2090088.55548954	14054118.4358714	3693801.81590253	4300279.32538488	7083766.46034938	1094633.55420672	7024567.79174955	16230701.5827343	5137176.97899914	1437427.36140548	5334465.03920517	2882253.32032941	3831951.86889592	1122619.98755114	5634156.92979733	6653816.77628542	7668009.50347367	2571561.5299767	2747118.64257168	10010794.5156648	3534857.97584986	6705319.5029677	1558384.34643619	236373.435702664	1826416.2915512	560392.720476722		1842481.69587814		2024286.46491338	1198768.63979646	1738386.84188981		895626.259657876						3122509.99394289			677781.93323549	582624.673104125	992279.284648854
